pokemon_identifier,stat_identifier,base_stat
necrozma,spe,79
necrozma-dusk-mane,hp,97
necrozma-dusk-mane,atk,157
necrozma-dusk-mane,def,127
necrozma-dusk-mane,spatk,113
necrozma-dusk-mane,spdef,109
necrozma-dusk-mane,spe,77
necrozma-dawn-wings,hp,97
necrozma-dawn-wings,atk,113
necrozma-dawn-wings,def,109
necrozma-dawn-wings,spatk,157
necrozma-dawn-wings,spdef,127
necrozma-dawn-wings,spe,77
necrozma-ultra,hp,97
necrozma-ultra,atk,167
necrozma-ultra,def,97
necrozma-ultra,spatk,167
necrozma-ultra,spdef,97
necrozma-ultra,spe,129
magearna,hp,80
magearna,atk,95
magearna,def,115
magearna,spatk,130
magearna,spdef,115
magearna,spe,65
magearna-original,hp,80
magearna-original,atk,95
magearna-original,def,115
magearna-original,spatk,130
magearna-original,spdef,115
magearna-original,spe,65
marshadow,hp,90
marshadow,atk,125
marshadow,def,80
marshadow,spatk,90
marshadow,spdef,90
marshadow,spe,125
poipole,hp,67
poipole,atk,73
poipole,def,67
poipole,spatk,73
poipole,spdef,67
poipole,spe,73
naganadel,hp,73
naganadel,atk,73
naganadel,def,73
naganadel,spatk,127
naganadel,spdef,73
naganadel,spe,121
stakataka,hp,61
stakataka,atk,131
stakataka,def,211
stakataka,spatk,53
stakataka,spdef,101
stakataka,spe,13
blacephalon,hp,53
blacephalon,atk,127
blacephalon,def,53
blacephalon,spatk,151
blacephalon,spdef,79
blacephalon,spe,107
zeraora,hp,88
zeraora,atk,112
zeraora,def,75
zeraora,spatk,102
zeraora,spdef,80
zeraora,spe,143
meltan,hp,46
meltan,atk,65
meltan,def,65
meltan,spatk,55
meltan,spdef,35
meltan,spe,34
melmetal,hp,135
melmetal,atk,143
melmetal,def,143
melmetal,spatk,80
melmetal,spdef,65
melmetal,spe,34
melmetal-gigantamax,hp,135
melmetal-gigantamax,atk,143
melmetal-gigantamax,def,143
melmetal-gigantamax,spatk,80
melmetal-gigantamax,spdef,65
melmetal-gigantamax,spe,34
grookey,hp,50
grookey,atk,65
grookey,def,50
grookey,spatk,40
grookey,spdef,40
grookey,spe,65
thwackey,hp,70
thwackey,atk,85
thwackey,def,70
thwackey,spatk,55
thwackey,spdef,60
thwackey,spe,80
rillaboom,hp,100
rillaboom,atk,125
rillaboom,def,90
rillaboom,spatk,60
rillaboom,spdef,70
rillaboom,spe,85
scorbunny,hp,50
scorbunny,atk,71
scorbunny,def,40
scorbunny,spatk,40
scorbunny,spdef,40
scorbunny,spe,69
raboot,hp,65
raboot,atk,86
raboot,def,60
raboot,spatk,55
raboot,spdef,60
raboot,spe,94
cinderace,hp,80
cinderace,atk,116
cinderace,def,75
cinderace,spatk,65
cinderace,spdef,75
cinderace,spe,119
sobble,hp,50
sobble,atk,40
sobble,def,40
sobble,spatk,70
sobble,spdef,40
sobble,spe,70
drizzile,hp,65
drizzile,atk,60
drizzile,def,55
drizzile,spatk,95
drizzile,spdef,55
drizzile,spe,90
inteleon,hp,70
inteleon,atk,85
inteleon,def,65
inteleon,spatk,125
inteleon,spdef,65
inteleon,spe,120
skwovet,hp,70
skwovet,atk,55
skwovet,def,55
skwovet,spatk,35
skwovet,spdef,35
skwovet,spe,25
greedent,hp,120
greedent,atk,95
greedent,def,95
greedent,spatk,55
greedent,spdef,75
greedent,spe,20
rookidee,hp,38
rookidee,atk,47
rookidee,def,35
rookidee,spatk,33
rookidee,spdef,35
rookidee,spe,57
corvisquire,hp,68
corvisquire,atk,67
corvisquire,def,55
corvisquire,spatk,43
corvisquire,spdef,55
corvisquire,spe,77
corviknight,hp,98
corviknight,atk,87
corviknight,def,105
corviknight,spatk,53
corviknight,spdef,85
corviknight,spe,67
corviknight-gigantamax,hp,98
corviknight-gigantamax,atk,87
corviknight-gigantamax,def,105
corviknight-gigantamax,spatk,53
corviknight-gigantamax,spdef,85
corviknight-gigantamax,spe,67
blipbug,hp,25
blipbug,atk,20
blipbug,def,20
blipbug,spatk,25
blipbug,spdef,45
blipbug,spe,45
dottler,hp,50
dottler,atk,35
dottler,def,80
dottler,spatk,50
dottler,spdef,90
dottler,spe,30
orbeetle,hp,60
orbeetle,atk,45
orbeetle,def,110
orbeetle,spatk,80
orbeetle,spdef,120
orbeetle,spe,90
orbeetle-gigantamax,hp,60
orbeetle-gigantamax,atk,45
orbeetle-gigantamax,def,110
orbeetle-gigantamax,spatk,80
orbeetle-gigantamax,spdef,120
orbeetle-gigantamax,spe,90
nickit,hp,40
nickit,atk,28
nickit,def,28
nickit,spatk,47
nickit,spdef,52
nickit,spe,50
thievul,hp,70
thievul,atk,58
thievul,def,58
thievul,spatk,87
thievul,spdef,92
thievul,spe,90
gossifleur,hp,40
gossifleur,atk,40
gossifleur,def,60
gossifleur,spatk,40
gossifleur,spdef,60
gossifleur,spe,10
eldegoss,hp,60
eldegoss,atk,50
eldegoss,def,90
eldegoss,spatk,80
eldegoss,spdef,120
eldegoss,spe,60
wooloo,hp,42
wooloo,atk,40
wooloo,def,55
wooloo,spatk,40
wooloo,spdef,45
wooloo,spe,48
dubwool,hp,72
dubwool,atk,80
dubwool,def,100
dubwool,spatk,60
dubwool,spdef,90
dubwool,spe,88
chewtle,hp,50
chewtle,atk,64
chewtle,def,50
chewtle,spatk,38
chewtle,spdef,38
chewtle,spe,44
drednaw,hp,90
drednaw,atk,115
drednaw,def,90
drednaw,spatk,48
drednaw,spdef,68
drednaw,spe,74
drednaw-gigantamax,hp,90
drednaw-gigantamax,atk,115
drednaw-gigantamax,def,90
drednaw-gigantamax,spatk,48
drednaw-gigantamax,spdef,68
drednaw-gigantamax,spe,74
yamper,hp,59
yamper,atk,45
yamper,def,50
yamper,spatk,40
yamper,spdef,50
yamper,spe,26
boltund,hp,69
boltund,atk,90
boltund,def,60
boltund,spatk,90
boltund,spdef,60
boltund,spe,121
rolycoly,hp,30
rolycoly,atk,40
rolycoly,def,50
rolycoly,spatk,40
rolycoly,spdef,50
rolycoly,spe,30
carkol,hp,80
carkol,atk,60
carkol,def,90
carkol,spatk,60
carkol,spdef,70
carkol,spe,50
coalossal,hp,110
coalossal,atk,80
coalossal,def,120
coalossal,spatk,80
coalossal,spdef,90
coalossal,spe,30
coalossal-gigantamax,hp,110
coalossal-gigantamax,atk,80
coalossal-gigantamax,def,120
coalossal-gigantamax,spatk,80
coalossal-gigantamax,spdef,90
coalossal-gigantamax,spe,30
applin,hp,40
applin,atk,40
applin,def,80
applin,spatk,40
applin,spdef,40
applin,spe,20
flapple,hp,70
flapple,atk,110
flapple,def,80
flapple,spatk,95
flapple,spdef,60
flapple,spe,70
flapple-gigantamax,hp,70
flapple-gigantamax,atk,110
flapple-gigantamax,def,80
flapple-gigantamax,spatk,95
flapple-gigantamax,spdef,60
flapple-gigantamax,spe,70
appletun,hp,110
appletun,atk,85
appletun,def,80
appletun,spatk,100
appletun,spdef,80
appletun,spe,30
appletun-gigantamax,hp,110
appletun-gigantamax,atk,85
appletun-gigantamax,def,80
appletun-gigantamax,spatk,100
appletun-gigantamax,spdef,80
appletun-gigantamax,spe,30
silicobra,hp,52
silicobra,atk,57
silicobra,def,75
silicobra,spatk,35
silicobra,spdef,50
silicobra,spe,46
sandaconda,hp,72
sandaconda,atk,107
sandaconda,def,125
sandaconda,spatk,65
sandaconda,spdef,70
sandaconda,spe,71
sandaconda-gigantamax,hp,72
sandaconda-gigantamax,atk,107
sandaconda-gigantamax,def,125
sandaconda-gigantamax,spatk,65
sandaconda-gigantamax,spdef,70
sandaconda-gigantamax,spe,71
cramorant,hp,70
cramorant,atk,85
cramorant,def,55
cramorant,spatk,85
cramorant,spdef,95
cramorant,spe,85
cramorant-gulping,hp,70
cramorant-gulping,atk,85
cramorant-gulping,def,55
cramorant-gulping,spatk,85
cramorant-gulping,spdef,95
cramorant-gulping,spe,85
cramorant-gorging,hp,70
cramorant-gorging,atk,85
cramorant-gorging,def,55
cramorant-gorging,spatk,85
cramorant-gorging,spdef,95
cramorant-gorging,spe,85
arrokuda,hp,41
arrokuda,atk,63
arrokuda,def,40
arrokuda,spatk,40
arrokuda,spdef,30
arrokuda,spe,66
barraskewda,hp,61
barraskewda,atk,123
barraskewda,def,60
barraskewda,spatk,60
barraskewda,spdef,50
barraskewda,spe,136
toxel,hp,40
toxel,atk,38
toxel,def,35
toxel,spatk,54
toxel,spdef,35
toxel,spe,40
toxtricity-amped,hp,75
toxtricity-amped,atk,98
toxtricity-amped,def,70
toxtricity-amped,spatk,114
toxtricity-amped,spdef,70
toxtricity-amped,spe,75
toxtricity-low-key,hp,75
toxtricity-low-key,atk,98
toxtricity-low-key,def,70
toxtricity-low-key,spatk,114
toxtricity-low-key,spdef,70
toxtricity-low-key,spe,75
toxtricity-gigantamax,hp,75
toxtricity-gigantamax,atk,98
toxtricity-gigantamax,def,70
toxtricity-gigantamax,spatk,114
toxtricity-gigantamax,spdef,70
toxtricity-gigantamax,spe,75
sizzlipede,hp,50
sizzlipede,atk,65
sizzlipede,def,45
sizzlipede,spatk,50
sizzlipede,spdef,50
sizzlipede,spe,45
centiskorch,hp,100
centiskorch,atk,115
centiskorch,def,65
centiskorch,spatk,90
centiskorch,spdef,90
centiskorch,spe,65
centiskorch-gigantamax,hp,100
centiskorch-gigantamax,atk,115
centiskorch-gigantamax,def,65
centiskorch-gigantamax,spatk,90
centiskorch-gigantamax,spdef,90
centiskorch-gigantamax,spe,65
clobbopus,hp,50
clobbopus,atk,68
clobbopus,def,60
clobbopus,spatk,50
clobbopus,spdef,50
clobbopus,spe,32
grapploct,hp,80
grapploct,atk,118
grapploct,def,90
grapploct,spatk,70
grapploct,spdef,80
grapploct,spe,42
sinistea-phony,hp,40
sinistea-phony,atk,45
sinistea-phony,def,45
sinistea-phony,spatk,74
sinistea-phony,spdef,54
sinistea-phony,spe,50
sinistea-antique,hp,40
sinistea-antique,atk,45
sinistea-antique,def,45
sinistea-antique,spatk,74
sinistea-antique,spdef,54
sinistea-antique,spe,50
polteageist-phony,hp,60
polteageist-phony,atk,65
polteageist-phony,def,65
polteageist-phony,spatk,134
polteageist-phony,spdef,114
polteageist-phony,spe,70
polteageist-antique,hp,60
polteageist-antique,atk,65
polteageist-antique,def,65
polteageist-antique,spatk,134
polteageist-antique,spdef,114
polteageist-antique,spe,70
hatenna,hp,42
hatenna,atk,30
hatenna,def,45
hatenna,spatk,56
hatenna,spdef,53
hatenna,spe,39
hattrem,hp,57
hattrem,atk,40
hattrem,def,65
hattrem,spatk,86
hattrem,spdef,73
hattrem,spe,49
hatterene,hp,57
hatterene,atk,90
hatterene,def,95
hatterene,spatk,136
hatterene,spdef,103
hatterene,spe,29
hatterene-gigantamax,hp,57
hatterene-gigantamax,atk,90
hatterene-gigantamax,def,95
hatterene-gigantamax,spatk,136
hatterene-gigantamax,spdef,103
hatterene-gigantamax,spe,29
impidimp,hp,45
impidimp,atk,45
impidimp,def,30
impidimp,spatk,55
impidimp,spdef,40
impidimp,spe,50
morgrem,hp,65
morgrem,atk,60
morgrem,def,45
morgrem,spatk,75
morgrem,spdef,55
morgrem,spe,70
grimmsnarl,hp,95
grimmsnarl,atk,120
grimmsnarl,def,65
grimmsnarl,spatk,95
grimmsnarl,spdef,75
grimmsnarl,spe,60
grimmsnarl-gigantamax,hp,95
grimmsnarl-gigantamax,atk,120
grimmsnarl-gigantamax,def,65
grimmsnarl-gigantamax,spatk,95
grimmsnarl-gigantamax,spdef,75
grimmsnarl-gigantamax,spe,60
obstagoon,hp,93
obstagoon,atk,90
obstagoon,def,101
obstagoon,spatk,60
obstagoon,spdef,81
obstagoon,spe,95
perrserker,hp,70
perrserker,atk,110
perrserker,def,100
perrserker,spatk,50
perrserker,spdef,60
perrserker,spe,50
cursola,hp,60
cursola,atk,95
cursola,def,50
cursola,spatk,145
cursola,spdef,130
cursola,spe,30
sirfetchd,hp,62
sirfetchd,atk,135
sirfetchd,def,95
sirfetchd,spatk,68
sirfetchd,spdef,82
sirfetchd,spe,65
mr-rime,hp,80
mr-rime,atk,85
mr-rime,def,75
mr-rime,spatk,110
mr-rime,spdef,100
mr-rime,spe,70
runerigus,hp,58
runerigus,atk,95
runerigus,def,145
runerigus,spatk,50
runerigus,spdef,105
runerigus,spe,30
milcery,hp,45
milcery,atk,40
milcery,def,40
milcery,spatk,50
milcery,spdef,61
milcery,spe,34
alcremie-vanilla-cream,hp,65
alcremie-vanilla-cream,atk,60
alcremie-vanilla-cream,def,75
alcremie-vanilla-cream,spatk,110
alcremie-vanilla-cream,spdef,121
alcremie-vanilla-cream,spe,64
alcremie-ruby-cream,hp,65
alcremie-ruby-cream,atk,60
alcremie-ruby-cream,def,75
alcremie-ruby-cream,spatk,110
alcremie-ruby-cream,spdef,121
alcremie-ruby-cream,spe,64
alcremie-matcha-cream,hp,65
alcremie-matcha-cream,atk,60
alcremie-matcha-cream,def,75
alcremie-matcha-cream,spatk,110
alcremie-matcha-cream,spdef,121
alcremie-matcha-cream,spe,64
alcremie-mint-cream,hp,65
alcremie-mint-cream,atk,60
alcremie-mint-cream,def,75
alcremie-mint-cream,spatk,110
alcremie-mint-cream,spdef,121
alcremie-mint-cream,spe,64
alcremie-lemon-cream,hp,65
alcremie-lemon-cream,atk,60
alcremie-lemon-cream,def,75
alcremie-lemon-cream,spatk,110
alcremie-lemon-cream,spdef,121
alcremie-lemon-cream,spe,64
alcremie-salted-cream,hp,65
alcremie-salted-cream,atk,60
alcremie-salted-cream,def,75
alcremie-salted-cream,spatk,110
alcremie-salted-cream,spdef,121
alcremie-salted-cream,spe,64
alcremie-ruby-swirl,hp,65
alcremie-ruby-swirl,atk,60
alcremie-ruby-swirl,def,75
alcremie-ruby-swirl,spatk,110
alcremie-ruby-swirl,spdef,121
alcremie-ruby-swirl,spe,64
alcremie-caramel-swirl,hp,65
alcremie-caramel-swirl,atk,60
alcremie-caramel-swirl,def,75
alcremie-caramel-swirl,spatk,110
alcremie-caramel-swirl,spdef,121
alcremie-caramel-swirl,spe,64
alcremie-rainbow-swirl,hp,65
alcremie-rainbow-swirl,atk,60
alcremie-rainbow-swirl,def,75
alcremie-rainbow-swirl,spatk,110
alcremie-rainbow-swirl,spdef,121
alcremie-rainbow-swirl,spe,64
alcremie-gigantamax,hp,65
alcremie-gigantamax,atk,60
alcremie-gigantamax,def,75
alcremie-gigantamax,spatk,110
alcremie-gigantamax,spdef,121
alcremie-gigantamax,spe,64
falinks,hp,65
falinks,atk,100
falinks,def,100
falinks,spatk,70
falinks,spdef,60
falinks,spe,75
pincurchin,hp,48
pincurchin,atk,101
pincurchin,def,95
pincurchin,spatk,91
pincurchin,spdef,85
pincurchin,spe,15
snom,hp,30
snom,atk,25
snom,def,35
snom,spatk,45
snom,spdef,30
snom,spe,20
frosmoth,hp,70
frosmoth,atk,65
frosmoth,def,60
frosmoth,spatk,125
frosmoth,spdef,90
frosmoth,spe,65
stonjourner,hp,100
stonjourner,atk,125
stonjourner,def,135
stonjourner,spatk,20
stonjourner,spdef,20
stonjourner,spe,70
eiscue,hp,75
eiscue,atk,80
eiscue,def,110
eiscue,spatk,65
eiscue,spdef,90
eiscue,spe,50
eiscue-noice,hp,75
eiscue-noice,atk,80
eiscue-noice,def,70
eiscue-noice,spatk,65
eiscue-noice,spdef,50
eiscue-noice,spe,130
indeedee-female,hp,70
indeedee-female,atk,55
indeedee-female,def,65
indeedee-female,spatk,95
indeedee-female,spdef,105
indeedee-female,spe,85
indeedee-male,hp,60
indeedee-male,atk,65
indeedee-male,def,55
indeedee-male,spatk,105
indeedee-male,spdef,95
indeedee-male,spe,95
morpeko,hp,58
morpeko,atk,95
morpeko,def,58
morpeko,spatk,70
morpeko,spdef,58
morpeko,spe,97
morpeko-hangry,hp,58
morpeko-hangry,atk,95
morpeko-hangry,def,58
morpeko-hangry,spatk,70
morpeko-hangry,spdef,58
morpeko-hangry,spe,97
cufant,hp,72
cufant,atk,80
cufant,def,49
cufant,spatk,40
cufant,spdef,49
cufant,spe,40
copperajah,hp,122
copperajah,atk,130
copperajah,def,69
copperajah,spatk,80
copperajah,spdef,69
copperajah,spe,30
copperajah-gigantamax,hp,122
copperajah-gigantamax,atk,130
copperajah-gigantamax,def,69
copperajah-gigantamax,spatk,80
copperajah-gigantamax,spdef,69
copperajah-gigantamax,spe,30
dracozolt,hp,90
dracozolt,atk,100
dracozolt,def,90
dracozolt,spatk,80
dracozolt,spdef,70
dracozolt,spe,75
arctozolt,hp,90
arctozolt,atk,100
arctozolt,def,90
arctozolt,spatk,90
arctozolt,spdef,80
arctozolt,spe,55
dracovish,hp,90
dracovish,atk,90
dracovish,def,100
dracovish,spatk,70
dracovish,spdef,80
dracovish,spe,75
arctovish,hp,90
arctovish,atk,90
arctovish,def,100
arctovish,spatk,80
arctovish,spdef,90
arctovish,spe,55
duraludon,hp,70
duraludon,atk,95
duraludon,def,115
duraludon,spatk,120
duraludon,spdef,50
duraludon,spe,85
duraludon-gigantamax,hp,70
duraludon-gigantamax,atk,95
duraludon-gigantamax,def,115
duraludon-gigantamax,spatk,120
duraludon-gigantamax,spdef,50
duraludon-gigantamax,spe,85
dreepy,hp,28
dreepy,atk,60
dreepy,def,30
dreepy,spatk,40
dreepy,spdef,30
dreepy,spe,82
drakloak,hp,68
drakloak,atk,80
drakloak,def,50
drakloak,spatk,60
drakloak,spdef,50
drakloak,spe,102
dragapult,hp,88
dragapult,atk,120
dragapult,def,75
dragapult,spatk,100
dragapult,spdef,75
dragapult,spe,142
zacian,hp,92
zacian,atk,130
zacian,def,115
zacian,spatk,80
zacian,spdef,115
zacian,spe,138
zacian-crowned,hp,92
zacian-crowned,atk,170
zacian-crowned,def,115
zacian-crowned,spatk,80
zacian-crowned,spdef,115
zacian-crowned,spe,148
zamazenta,hp,92
zamazenta,atk,130
zamazenta,def,115
zamazenta,spatk,80
zamazenta,spdef,115
zamazenta,spe,138
zamazenta-crowned,hp,92
zamazenta-crowned,atk,130
zamazenta-crowned,def,145
zamazenta-crowned,spatk,80
zamazenta-crowned,spdef,145
zamazenta-crowned,spe,128
eternatus,hp,140
eternatus,atk,85
eternatus,def,95
eternatus,spatk,145
eternatus,spdef,95
eternatus,spe,130
eternatus-eternamax,hp,255
eternatus-eternamax,atk,115
eternatus-eternamax,def,250
eternatus-eternamax,spatk,125
eternatus-eternamax,spdef,250
eternatus-eternamax,spe,130
kubfu,hp,60
kubfu,atk,90
kubfu,def,60
kubfu,spatk,53
kubfu,spdef,50
kubfu,spe,72
urshifu-single,hp,100
urshifu-single,atk,130
urshifu-single,def,100
urshifu-single,spatk,63
urshifu-single,spdef,60
urshifu-single,spe,97
urshifu-rapid,hp,100
urshifu-rapid,atk,130
urshifu-rapid,def,100
urshifu-rapid,spatk,63
urshifu-rapid,spdef,60
urshifu-rapid,spe,97
zarude,hp,105
zarude,atk,120
zarude,def,105
zarude,spatk,70
zarude,spdef,95
zarude,spe,105
zarude-dada,hp,105
zarude-dada,atk,120
zarude-dada,def,105
zarude-dada,spatk,70
zarude-dada,spdef,95
zarude-dada,spe,105
regieleki,hp,80
regieleki,atk,100
regieleki,def,50
regieleki,spatk,100
regieleki,spdef,50
regieleki,spe,200
regidrago,hp,200
regidrago,atk,100
regidrago,def,50
regidrago,spatk,100
regidrago,spdef,50
regidrago,spe,80
glastrier,hp,100
glastrier,atk,145
glastrier,def,130
glastrier,spatk,65
glastrier,spdef,110
glastrier,spe,30
spectrier,hp,100
spectrier,atk,65
spectrier,def,60
spectrier,spatk,145
spectrier,spdef,80
spectrier,spe,130
calyrex,hp,100
calyrex,atk,80
calyrex,def,80
calyrex,spatk,80
calyrex,spdef,80
calyrex,spe,80
calyrex-ice,hp,100
calyrex-ice,atk,165
calyrex-ice,def,150
calyrex-ice,spatk,85
calyrex-ice,spdef,130
calyrex-ice,spe,50
calyrex-shadow,hp,100
calyrex-shadow,atk,85
calyrex-shadow,def,80
calyrex-shadow,spatk,165
calyrex-shadow,spdef,100
calyrex-shadow,spe,150
