pokemon_identifier,entry_number,flavor_text
vibrava,1,The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.
vibrava,2,"To help make its wings grow, it dissolves quantities of prey in its digestive juices and guzzles them down every day."
flygon,1,This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.
flygon,2,It is nicknamed the Desert Spirit because the flapping of its wings sounds like a woman singing.
cacnea,1,It lives in arid locations. Its yellow flowers bloom once a year.
cacnea,2,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.
cacturne,1,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat."
cacturne,2,Packs of them follow travelers through the desert until the travelers can no longer move.
swablu,1,"Its cottony wings are full of air, making them light and fluffy to the touch. Swablu takes diligent care of its wings."
swablu,2,"Since Swablu looks like a cumulus cloud, foes can have a hard time finding it. Apparently its wings turned white over many generations."
altaria,1,"As it flies in a calm and relaxed manner, Altaria performs a humming song that would enrapture any audience."
altaria,2,"This Pokémon has a kind disposition, but if it’s provoked, it will threaten opponents with shrill cries before attacking them without mercy."
altaria-mega,1,"As it flies in a calm and relaxed manner, Altaria performs a humming song that would enrapture any audience."
altaria-mega,2,"This Pokémon has a kind disposition, but if it’s provoked, it will threaten opponents with shrill cries before attacking them without mercy."
zangoose,1,It has feuded with Seviper for many generations. Its sharp claws are its biggest weapons.
zangoose,2,Its fur would all stand on end if it smelled a Seviper nearby. Its sharp claws tear up its foes.
seviper,1,"In battle, it uses its bladed tail to counter any Zangoose. It secretes a deadly venom in its tail."
seviper,2,Constant polishing makes the edge of the blade on its tail extremely sharp. It’s Zangoose’s archrival.
lunatone,1,The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon.
lunatone,2,It was discovered at the site of a meteor strike 40 years ago. Its stare can lull its foes to sleep.
solrock,1,"When it rotates itself, it gives off light similar to the sun, thus blinding its foes."
solrock,2,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines."
barboach,1,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud."
barboach,2,It probes muddy riverbeds with its two long whiskers. A slimy film protects its body.
whiscash,1,"It makes its nest at the bottom of swamps. It will eat anything—if it is alive, Whiscash will eat it."
whiscash,2,"It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around."
corphish,1,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive."
corphish,2,It was originally a Pokémon from afar that escaped to the wild. It can adapt to the dirtiest river.
crawdaunt,1,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.
crawdaunt,2,A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest.
baltoy,1,It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads.
baltoy,2,"It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep."
claydol,1,"This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago."
claydol,2,It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move.
lileep,1,"This Pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago."
lileep,2,"Lileep clings to rocks on the seabed. When prey comes close, this Pokémon entangles it with petallike tentacles."
cradily,1,"It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey."
cradily,2,"Once Cradily catches prey in its tentacles, it digests them whole and absorbs their nutrients."
anorith,1,"This Pokémon was restored from a fossil. Anorith lived in the ocean about 100,000,000 years ago, hunting with its pair of claws."
anorith,2,Anorith can swim swiftly by pulling its eight wings through the water like oars on a boat. This Pokémon is an ancestor of modern bug Pokémon.
armaldo,1,"After evolution, this Pokémon emerged onto land. Its lower body has become stronger, and blows from its tail are devastating."
armaldo,2,"Though it lives on land, it’s also a good swimmer. It dives into the ocean in search of prey, using its sharp claws to take down its quarry."
feebas,1,"Although unattractive and unpopular, this Pokémon’s marvelous vitality has made it a subject of research."
feebas,2,"It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water."
milotic,1,Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all.
milotic,2,It’s said that a glimpse of a Milotic and its beauty will calm any hostile emotions you’re feeling.
castform,1,"Although its form changes with the weather, that is apparently the result of a chemical reaction and not the result of its own free will."
castform,2,"Its form changes depending on the weather. The rougher conditions get, the rougher Castform’s disposition!"
castform-sunny,1,"This is the form Castform takes on bright days. In an experiment where Castform was placed in front of a heater, it didn't change to this form. "
castform-sunny,2,"Castform changes to this form when it basks in bright sunlight. When you touch its glowing skin, it feels all dried out! "
castform-rainy,1,Castform changes to this form when rain hits it. Its body is soft and slightly swollen with water. 
castform-rainy,2,"This is Castform's form when pelted by rain. In an experiment where it was placed in a shower, this Pokémon didn't change to this form."
castform-snowy,1,"This is the form Castform takes when hit by hail. In an experiment where it was placed in a freezer, it didn't change to this form. "
castform-snowy,2,"This is Castform's form when caught in a hailstorm. Its whole body is chilled, and its skin is partially frozen! "
kecleon,1,"It changes its hue to blend into its surroundings. If no one takes notice of it for too long, it will pout and never reveal itself."
kecleon,2,"Its color changes for concealment and also when its mood or health changes. The darker the color, the healthier it is."
shuppet,1,"It eats up emotions like malice, jealousy, and resentment, so some people are grateful for its presence."
shuppet,2,"There’s a proverb that says, “Shun the house where Shuppet gather in the growing dusk.”"
banette,1,"It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge."
banette,2,"Resentment at being cast off made it spring into being. Some say that treating it well will satisfy it, and it will once more become a stuffed toy."
banette-mega,1,Extraordinary energy amplifies its cursing power to such an extent that it can't help but curse its own Trainer.
banette-mega,2,"Mega Evolution increases its vindictiveness, and the cursing power that was held back by its zipper comes spilling out."
duskull,1,"If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said."
duskull,2,"Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls."
